plateifu,mangaid,objra,objdec,log_Mass,Age_LW_Re_fit,alpha_Age_LW_Re_fit,Age_MW_Re_fit,alpha_Age_MW_Re_fit,ZH_LW_Re_fit,alpha_ZH_LW_Re_fit,vel_sigma_Re,Re_kpc
8321-9101,1-403634,197.465445127,28.900375222,10.11722,9.412788,-0.1739793,9.658308,0.04132575,-0.180974,-0.03742371,0.5635705,3.907546
8321-9102,1-403797,197.82575138,29.7940500714,10.4009,9.460331,-0.07370068,9.672992,-0.10168,-0.1007922,-0.04462175,0.396217,3.470356
8322-12701,1-624909,198.24297,31.25866,9.762183,8.701513,0.1793309,9.369639,-0.1028981,-0.49,-1.055048e-15,0.642469,6.80766
8322-12702,1-401725,200.09610911,30.4447207527,11.05882,9.502689,-0.1441821,9.739639,0.01410428,-0.1733974,-0.1828517,0.1927175,9.57638
8322-12703,1-419251,200.702317907,31.3244967036,9.327002,8.635446,-0.383025,9.157659,-0.02448814,-0.49,0.0,0.5645947,4.686843
8322-12704,1-625154,199.051371303,30.9502990173,10.64811,8.818117,-0.03692612,9.656343,-0.04422671,-0.341356,-0.3455531,0.4322575,6.530072
8322-12705,1-575232,201.105947287,30.9592888955,11.35084,9.468383,-0.5199242,9.839705,-0.1251083,-0.08805687,-0.05203049,0.2785853,9.82328
8322-1901,1-625070,198.784245451,30.4037749681,10.50453,9.064658,0.4227968,9.673458,0.03610929,-0.1423213,0.07385413,0.2719937,2.239278
8322-1902,1-575202,201.003014362,30.4612039592,10.70033,9.764871,-0.06190826,9.864945,-0.0188064,0.05452593,-0.06664605,0.195245,1.359383
8322-3701,1-419028,199.066481776,30.264531572,11.0895,8.562336,-0.4008072,9.664998,0.1002253,-0.4193988,-0.2887014,0.4567803,4.746956
8322-3702,1-575209,200.120280018,31.3519930682,11.26558,9.728522,0.01128559,9.885756,0.05447511,0.004905764,-0.1326956,0.2233672,4.759514
8322-3703,1-421145,200.928341053,31.5154765782,10.21883,9.671333,-0.01308495,9.766174,0.05672538,-0.1290835,-0.1839462,0.1994855,1.415471
8322-3704,1-401759,200.305919224,30.4781117192,10.20521,9.233352,0.2807505,9.765703,0.2898641,-0.2287934,-0.2477406,0.1809298,2.145374
8322-6101,1-401783,200.532227281,30.1444065186,10.90705,9.128251,-0.2349539,9.539328,-0.1408809,-0.1959993,-0.2753193,0.4627544,4.408423
8322-6102,1-401757,200.294065817,30.3346395591,10.81208,8.871367,-0.2279865,9.516143,-0.1537403,-0.2787733,-0.2282207,0.4986911,3.683707
8322-6103,1-419067,199.338732164,31.0593789008,9.964672,8.692888,0.1069764,9.69312,-0.06292715,-0.3956572,0.00965012,0.7976342,2.047554
8322-6104,1-418974,200.937091695,30.4762835224,10.68283,9.544835,-0.1239768,9.748508,-0.01851787,0.008202314,-0.1159978,0.3520087,2.971487
8322-9101,1-591611,199.60756,31.46795,10.16076,8.581734,-0.0002064753,9.830815,0.07933716,-0.4818241,-0.03737313,0.463934,3.103962
8322-9102,1-419231,200.213653253,31.390762043,10.30815,8.742089,-0.3727981,9.37138,-0.1758643,-0.3184862,-0.2736614,0.5540147,3.848451
8323-12701,1-591379,196.370375041,33.8487234632,9.971495,8.606122,-0.1435984,9.612658,0.01559766,-0.4848123,-0.02964382,0.7725348,4.968513
8323-12702,1-405707,196.76151355,34.9786112828,9.666387,8.576978,-0.04769616,9.894584,0.06203145,-0.49,0.0,0.6000265,4.118277
8323-12703,1-591308,195.41605,36.2901,9.795949,8.583012,-0.6962624,9.380837,-0.1216759,-0.4828229,-0.04101212,0.6205893,6.537029
8323-12704,1-405813,196.895014012,36.0029579413,9.676193,8.533815,-0.6126805,9.42226,-0.2262022,-0.4519711,-0.1420916,0.327271,4.31973
8323-12705,1-624367,196.793914503,34.2980074671,11.06492,9.635581,-0.09305029,9.809724,0.001247502,0.07511384,-0.05613067,0.3408901,5.886786
8323-1901,1-410131,195.475622379,36.228709184,10.66528,9.609988,-0.0528094,9.735332,0.01245158,0.05834575,-0.1666183,0.3150617,1.34094
8323-1902,1-624448,197.017360635,34.0075733118,11.03224,9.684035,-0.001418817,9.802217,0.05112118,0.03878089,-0.2074145,0.2931242,1.963244
8323-3701,1-402850,195.389583184,34.1166991866,9.751599,9.499479,-0.01197778,9.639475,0.03579304,-0.3539008,0.02399331,0.297971,1.71671
8323-3702,1-402833,195.116796758,34.3796721709,10.47881,9.616337,-0.2113704,9.827673,0.01165758,0.008832095,-0.06332526,0.1978766,1.977278
8323-3703,1-402898,196.439832774,34.6810757842,11.06059,9.200344,0.006127502,9.544234,0.1365194,-0.1187387,-0.1825918,0.4482204,3.860801
8323-3704,1-415513,197.902098789,34.4198212081,9.87113,9.081072,0.07746644,9.555809,0.0377068,-0.1445569,0.01121731,0.2981349,2.096878
8323-6101,1-415476,196.978400702,34.0870995491,11.01898,9.394363,-0.1476099,9.667996,-0.01859929,0.01408055,-0.09403259,0.3382921,3.881736
8323-6102,1-402872,195.475286109,34.7586538014,10.70825,9.649379,-0.1704808,9.805286,-0.1814002,-0.2299184,-0.07442225,0.1604462,3.41251
8323-6103,1-405760,196.102718588,36.4799500087,10.42988,9.182262,-0.02487152,9.438784,-0.07955407,-0.1992417,0.03932282,0.4362405,2.616757
8323-6104,1-405673,196.416843842,35.2459357501,9.309124,9.148564,0.1247659,9.506284,-0.0568152,-0.4405977,-0.05541525,0.4423931,1.957235
8323-9101,1-405698,196.063349007,35.4154973954,11.09622,9.739994,-0.1048795,9.917975,0.003604812,-0.07390929,-0.05427648,0.07057019,5.111065
8323-9102,1-405588,198.074427148,35.0098316725,10.00662,8.633874,0.1530091,9.62436,-0.1061301,-0.4770191,-0.04943763,0.4753487,3.533714
8324-12701,1-285021,197.813416042,46.7006985856,10.65797,9.295951,0.2615413,9.474962,-0.07380092,-0.142035,-0.0679667,0.5507389,5.004535
8324-12702,1-284982,197.879163852,46.3417588233,11.00556,9.309532,-0.5053959,9.827301,-0.07484355,-0.1107837,-0.05518835,0.2875952,5.833621
8324-12703,1-284971,198.265001515,46.5479280865,10.64881,8.589544,-0.2139874,9.598164,-0.000198345,-0.3944152,-0.2078776,0.6599872,5.793808
8324-12704,1-284973,198.31155937,46.4183797848,10.11635,8.715012,-0.2259426,9.78708,0.3103234,-0.3248324,-0.1442906,0.3592247,5.006415
8324-12705,1-284929,199.623887217,45.2838391634,10.06456,8.862061,-0.2596767,9.887717,0.07099266,-0.3250931,-0.09363237,0.6868828,5.406772
8324-1901,1-285062,199.381778619,47.6766457959,10.64042,9.674354,-0.02433719,9.772941,0.007428063,0.1016418,-0.07797077,0.1315484,1.289482
8324-1902,1-284505,197.845382682,47.1513834879,10.28072,9.550014,-0.04227798,9.747203,0.140239,-0.24439,-0.1522049,0.1763567,2.042529
8324-3701,1-259952,198.035688662,45.4268362322,10.90963,9.695258,0.02278384,9.82522,0.01452375,-0.1109015,-0.1630892,0.2268608,3.664262
8324-3702,1-285081,199.246719183,47.2685727166,9.826262,8.763098,0.3163228,9.654717,0.05879254,-0.3113875,0.04806582,0.6531568,2.465616
8324-3703,1-285155,200.758153078,46.871765926,11.66398,9.63887,-0.1091196,9.846778,-0.09053215,-0.01677164,-0.1802982,0.1181734,10.05272
8324-3704,1-285048,197.930196013,46.5807706541,10.16197,9.307429,0.08923161,9.72131,0.1355837,-0.06269898,-0.0617256,0.6078129,2.427769
8324-6101,1-284271,197.737491713,45.9905476985,11.69725,9.671653,0.1340566,9.906056,0.05942869,-0.05780585,-0.1004154,0.1463126,8.915263
8324-6102,1-284990,198.273746064,45.6756409489,9.6138,8.959904,-0.1428628,9.393115,-0.08961421,-0.4039742,-0.1274396,0.6730099,3.361132
8324-6103,1-576535,198.907721526,47.9396336477,10.44109,9.219043,0.2096668,9.766555,0.22981,-0.1276211,-0.1324503,0.4502456,2.965198
8324-6104,1-575726,198.958903853,46.3388300034,11.1659,9.314242,0.1996453,9.750549,-0.2297058,-0.1709851,-0.2829067,0.4606024,4.296134
8324-9101,1-284292,197.438023064,45.9126575731,10.67651,8.701945,-0.05023555,9.7649,0.2287187,-0.2872445,-0.1762523,0.4717807,4.426357
8324-9102,1-234431,199.239947241,47.8683354111,9.821601,9.001278,-0.2445864,9.393769,-0.1977278,-0.3832984,-0.2127402,0.6220065,3.781239
8325-12701,1-286558,210.176336711,45.8334223968,10.12311,8.519312,-0.6626821,9.476605,0.05982243,-0.4837381,-0.03460724,0.6719207,7.259374
8325-12702,1-234997,209.895142449,47.1476800318,10.24313,8.52296,-0.06186262,9.7697,-0.1236377,-0.49,0.0,0.3816005,5.371081
8325-12703,1-235398,213.149187912,47.2530577,10.83335,9.367064,-0.3336189,9.778793,-0.04406914,-0.09635153,-0.0802069,0.3536568,4.693122
8325-12704,1-320324,211.991755192,47.9064008103,11.58674,9.501538,-0.3377989,9.867735,-0.05612545,-0.1865842,-0.1714207,0.4555333,16.51005
8325-12705,1-235385,212.101063845,47.2737209102,10.09985,8.869913,-0.2248736,9.723421,0.3108007,-0.3549633,-0.1053468,0.5351255,4.648956
8325-1901,1-235239,212.796479368,46.3905494068,10.32717,9.630784,0.04083535,9.769909,-0.0073221,-0.2003279,-0.01564932,0.2076979,1.193775
8325-1902,1-235257,212.729926067,46.0618316588,10.09881,9.54139,-0.02838732,9.666364,-0.04857437,-0.1259825,-0.08202068,0.5466309,1.526593
8325-3701,1-235018,209.424426717,46.7144264623,9.922086,8.667336,-0.1425169,9.640839,0.1737143,-0.49,0.0,0.6328265,2.69005
8325-3702,1-235136,209.832049872,47.9561825947,9.349348,8.852424,0.03185216,9.616417,0.271208,-0.3711917,-0.1146066,0.7303763,2.173454
8325-3703,1-235270,212.529428799,46.4395604501,9.882252,8.657946,-0.4070966,9.74008,0.3443569,-0.4668957,-0.1067399,0.6131564,8.546048
8325-3704,1-235307,211.478409084,45.644675495,10.2209,9.390408,-0.2202462,9.647416,0.01910237,-0.2149338,-0.1124224,0.1961531,1.774612
8325-6101,1-234980,210.054964333,46.4322065481,11.01003,9.787621,0.0467269,9.941067,0.1107033,-0.1688782,-0.2811925,0.08253678,3.71958
8325-6102,1-235301,211.534055461,46.6025498913,11.16403,9.712746,-0.005293644,9.820285,-0.04061281,-0.0418557,-0.1578676,0.181647,4.289803
8325-6103,1-320328,212.116140368,48.2001554186,10.91555,9.701406,0.005748364,9.852724,0.02276322,-0.2002748,-0.2099094,0.08529831,3.271577
8325-6104,1-320337,211.474226488,48.3655452742,11.43048,9.80344,0.07389529,9.896596,0.05851628,0.02961866,-0.1156101,0.1522302,5.966338
8325-9101,1-235186,210.84269901,48.2530853947,11.21796,9.371252,-0.3502536,9.672535,-0.12744,0.03815198,-0.0630293,0.4817352,5.937201
8325-9102,1-235306,211.422653928,46.4274417048,11.02276,9.341879,-0.1375666,9.582891,-0.03107682,-0.1360797,-0.2940667,0.174962,5.735402
8326-12701,1-235398,213.149187912,47.2530577,10.73727,9.312652,-0.3442025,9.664971,-0.1545863,-0.1149948,-0.1256864,0.3809149,4.696301
8326-12702,1-235575,214.726268165,45.9584150865,10.22482,8.962599,-0.08166669,9.685968,0.3418327,-0.3355733,-0.3430746,0.7272692,4.515191
8326-12703,1-320606,215.463145967,48.0337900958,10.62846,8.570108,-0.2524756,9.630485,0.2589549,-0.4211526,-0.231079,0.6580056,6.125705
8326-12704,1-320642,214.375197857,47.7149584725,9.780414,8.752111,-0.3259426,9.624341,0.04609736,-0.4772943,-0.03519701,0.4783628,5.787929
8326-12705,1-320922,217.077905948,46.8238432166,9.439363,8.580165,-0.5463877,9.638441,0.1218225,-0.3336922,0.09521325,0.459818,5.88517
8326-1901,1-320681,213.813097542,47.8733435601,10.71666,9.745788,0.05961588,9.860808,0.1013422,0.0001383733,-0.1814307,0.2936129,1.716174
8326-1902,1-235587,214.854653976,45.8642518321,10.57671,9.632635,-0.01262911,9.779168,0.1184476,-0.02262331,-0.1747694,0.2243915,1.899813
8326-3701,1-235530,214.422103097,45.4658215702,10.57137,9.680396,-0.1298358,9.817767,-0.04760904,-0.08865494,-0.2841483,0.163491,1.525908
8326-3702,1-321069,215.346547038,47.9184171568,11.43894,9.660156,0.009107359,9.762536,0.01631361,0.08577343,-0.1081645,0.2320693,7.066913
8326-3703,1-320655,215.274863658,48.3081727439,11.29253,9.726439,0.03517638,9.846481,0.08441547,0.01388778,-0.2574344,0.1166652,4.115712
8326-3704,1-235582,214.850245319,45.9007920259,10.15292,9.384757,0.07663045,9.486987,0.0918718,-0.06418802,-0.1235553,0.2596297,2.414206
8326-6101,1-321074,215.385064339,47.9627317242,11.07714,9.470907,-0.06520163,9.578591,-0.04412192,0.1412158,-0.1000566,0.371639,4.463345
8326-6102,1-235576,215.017906947,47.1213302326,11.1168,9.183546,0.2001612,9.647078,-0.06013129,-0.07612535,-0.1496763,0.480692,4.320265
8326-6103,1-320664,214.818992501,48.0610045702,11.00284,9.764867,0.08256417,9.867579,0.08790716,0.06431708,-0.02696568,0.1496441,3.324348
8326-6104,1-320584,216.256140174,47.9534929732,11.55912,9.744112,0.03010813,9.835004,0.004440963,0.08052826,-0.1404497,0.2007501,7.1404
8326-9101,1-320677,213.809361648,47.7499574049,11.63728,9.635524,0.01523014,9.819828,0.1201418,-0.02055041,-0.1198319,0.118279,9.737444
8326-9102,1-235611,215.940812985,45.9311854386,11.13269,9.118806,-0.5487473,9.61035,-0.1750611,-0.1493212,-0.3758859,0.2753794,7.711632
8327-12701,1-250806,203.160455841,43.823622653,10.85702,9.168978,-0.3408824,9.678665,-0.07706515,-0.1866973,-0.3628248,0.5548041,6.915025
8327-12702,1-250894,204.807938343,44.251001563,10.65256,9.007697,-0.2672028,9.552186,-0.01507921,-0.2253336,-0.3165051,0.3740471,5.610572
8327-12703,1-285989,205.974001327,45.3306436538,9.963623,8.816396,-0.245794,9.668962,0.2441533,-0.4066375,-0.1481896,0.6335847,4.298403
8327-12704,1-250870,204.435966904,44.3897529293,10.76183,8.911668,-0.05663115,9.37785,-0.1439603,-0.3023229,-0.2643526,0.455569,7.470495
8327-12705,1-575741,204.194313552,43.8413756088,11.53743,9.714732,-0.05040573,9.873173,0.01545586,-0.06993872,-0.1427462,0.2886419,16.082
8327-1901,1-250809,203.628338044,44.0272163136,9.625144,8.971329,0.1467618,9.493212,-0.2932296,-0.4468419,-0.06656585,0.4649369,2.44219
8327-1902,1-250784,202.961340774,44.1522233239,10.85037,9.603672,0.05326136,9.714566,0.07254025,0.02529597,-0.1337549,0.1027487,3.249571
8327-3701,1-250810,203.71758692,44.0674609796,11.42692,9.676906,-0.1213606,9.866902,-0.02973925,0.1554292,-0.07270373,0.3813849,4.037991
8327-3702,1-286081,203.653215413,46.1540879549,10.967,9.639086,-0.1468533,9.785851,-0.01802967,-0.07474203,-0.1003661,0.1153271,3.802221
8327-3703,1-250769,202.828754981,44.8020102924,10.43687,8.41359,-0.1684853,9.776538,0.1667706,-0.4670835,-0.1068385,0.5710536,4.612764
8327-3704,1-575742,204.159811033,43.7594120678,11.43029,9.796734,0.03256859,9.925298,-0.01945361,-0.02002486,-0.19213,0.1386598,5.893099
8327-6101,1-250811,203.747102823,43.8216996484,11.69035,9.76301,0.09241088,9.927246,0.124224,-0.08819548,-0.2492447,0.2616997,9.420107
8327-6102,1-285994,205.664653438,45.5843495134,11.08031,9.691504,-0.1500808,9.868641,-0.08509545,-0.06458558,-0.001323832,0.2403959,5.00482
8327-6103,1-285506,201.995781397,45.7594504466,11.28412,9.575061,-0.2281952,9.751427,-0.1963727,-0.1157514,-0.1896138,0.3756223,7.246416
8327-6104,1-286139,205.837588641,45.7957818182,11.08274,9.521039,0.1766366,9.699628,0.1370051,0.05672751,0.07577898,0.3765104,4.576169
8327-9101,1-575744,202.302980108,44.9621600576,11.35067,9.767833,-0.0565763,9.929912,0.02569911,-0.160499,-0.2067008,0.07715306,8.874798
8327-9102,1-286110,205.294433071,45.8978528614,10.14622,8.577006,0.2418916,9.544497,-0.01406103,-0.4237633,-0.1995488,0.3119051,3.803709
8328-12701,1-286729,209.729822501,43.898557724,11.11872,9.153255,-0.3874575,9.66327,0.03038849,-0.166676,-0.1177284,0.5045423,6.227599
8328-12702,1-286309,208.667233467,44.8315186342,11.02827,8.952527,-0.2158482,9.563033,0.02130366,-0.2121516,-0.1826334,0.2658207,5.824481
8328-12703,1-592344,209.941719213,46.263855996,10.07375,8.823966,-0.4978357,9.627826,0.3410827,-0.4070654,-0.1878999,0.3723387,5.40871
8328-12704,1-286265,209.396814741,45.0839740105,9.958067,8.488619,-0.1874528,9.399456,-0.2085217,-0.4898382,-0.0009248257,0.5084866,4.219434
8328-12705,1-286316,209.09358915,44.8962761346,10.37,8.575051,0.04387996,9.638834,-0.02199358,-0.4238474,-0.119189,0.6145766,5.321587
8328-1901,1-235307,211.478409084,45.644675495,10.15905,9.410745,-0.2368796,9.661981,-0.05027181,-0.2319807,-0.1372984,0.2954759,1.776994
8328-1902,1-592574,211.502586934,45.776747866,10.57156,9.500391,0.002519299,9.620579,0.04227532,-0.0450629,-0.1490052,0.3326897,1.596269
8328-3701,1-286772,210.758004407,44.4683371458,10.19176,8.65288,-0.1880396,9.494984,-0.05102772,-0.3466018,-0.1154502,0.4466089,2.028711
8328-3702,1-286536,209.020930738,45.9223883188,11.55343,9.684592,-0.2642107,9.875882,-0.1531297,-0.1404993,-0.169408,0.4124304,16.56284
8328-3703,1-575756,209.186609738,44.9032727281,11.66039,9.660602,-0.12254,9.878225,-0.04305638,-0.1890945,-0.4061591,0.1959594,20.8606
8328-3704,1-286805,211.677260988,44.4316705889,8.752031,8.094274,-0.9678618,9.619246,0.00860405,-0.49,-8.289665e-16,0.3825778,3.985173
8328-6101,1-286287,209.150324411,44.941650175,11.81069,9.742115,-0.07077762,9.970324,0.0006265736,-0.04730019,-0.05594165,0.568678,15.21327
8328-6102,1-286746,210.500396802,45.5619101157,11.39901,9.683367,-0.03493521,9.775455,-0.01464996,-0.02095536,-0.1917488,0.1668585,7.340275
8328-6103,1-235033,208.800320265,46.3335610637,11.39042,9.801592,0.06788375,9.930763,0.04261192,-0.06749023,-0.2477604,0.256285,7.811797
8328-6104,1-286771,210.957072623,45.348557935,10.31184,9.564041,-0.04931527,9.703742,-0.1010448,-0.07883685,-0.05382998,0.243195,1.385726
8328-9101,1-286277,208.549755273,44.2080286337,11.19947,8.883209,-0.1991441,9.775823,0.2001626,-0.3151401,-0.3398014,0.4110884,6.206047
8328-9102,1-286261,209.444360498,45.0408216689,10.11632,8.768392,0.0944771,9.509271,-0.2250041,-0.3547936,-0.1351046,0.3492299,3.876538
8329-12701,1-266039,213.416820051,43.8665647606,10.93848,8.966643,-0.1615691,9.562864,0.05636067,-0.1805031,-0.3074606,0.4970828,7.69171
8329-12702,1-286805,211.677260988,44.4316705889,9.311048,8.516085,-0.361362,9.919232,0.1487276,-0.4810697,-0.05145813,0.4658593,3.975144
8329-12703,1-266020,213.365362798,43.9138137236,10.06899,8.664027,-0.04103915,9.640518,0.1526817,-0.2904675,-0.06460099,0.6700577,4.151585
8329-12704,1-235203,213.783652001,45.5948493729,16.30655,8.5682,-0.07900742,9.547497,0.006190984,-0.4813242,-0.04443732,0.755298,3.932305
8329-12705,1-266106,214.547722959,44.4742758113,11.62548,9.687558,-0.08534513,9.938824,0.09296024,-0.03223713,-0.1440684,0.1681587,14.32484
8329-1901,1-235530,214.422103097,45.4658215702,10.64003,9.758892,-0.01139302,9.934635,0.1343978,-0.1655277,-0.2966034,0.180554,1.524838
8329-1902,1-629695,214.729400236,45.356647295,10.09479,9.622201,-0.1227547,9.754437,-0.05665201,-0.308234,-0.1376938,0.1983632,2.028723
8329-3701,1-569225,213.432186232,43.6624813137,11.28576,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.3241811,30.11269
8329-3702,1-266045,213.495430037,43.8929466347,10.07972,8.696547,0.06390513,9.6254,0.1184577,-0.4126036,0.1314948,0.257616,2.04714
8329-3703,1-266074,214.060210955,43.9229334765,11.65014,9.428513,-0.8034002,9.860944,-0.1395457,-0.04073781,-0.3061223,0.1015467,22.02299
8329-3704,1-592881,214.647824001,44.1224317199,9.723092,9.075824,-0.562563,9.415016,-0.3327904,-0.49,0.0,0.2988525,2.104522
8329-6101,1-265980,212.698424121,43.6074937769,11.1794,9.725645,0.004004469,9.864127,0.06035635,-0.1020085,-0.1224248,0.05975189,4.841713
8329-6102,1-286804,211.904865423,44.4822692358,11.4577,9.192108,0.003443169,9.485073,-0.04549146,-0.2389982,-0.1103107,0.3677979,16.59273
8329-6103,1-265988,213.103435454,44.4608684501,10.71104,9.072518,-0.1248617,9.654877,0.003550058,-0.02989132,-0.04756506,0.4912268,3.959981
8329-6104,1-592743,213.110482013,45.6904101161,10.59532,8.609158,-0.1464507,9.768562,0.1335098,-0.3823962,-0.2903063,0.4023468,3.575609
8329-9101,1-286795,211.25307421,44.7524445135,16.594,9.366405,-0.3412486,9.673292,-0.02978182,-0.0586047,-0.09082164,0.3017498,11.15412
8329-9102,1-266101,214.601728581,44.7407674397,9.785346,8.744404,-0.4957368,9.704536,-0.04947345,-0.479907,0.1345734,0.7567266,2.850032
8330-12701,1-418626,203.196338983,38.0897849445,10.65761,8.772976,-0.4273503,9.583892,0.1527446,-0.3721156,-0.3596513,0.4850563,7.933079
8330-12702,1-402422,203.85303,38.09515,11.05004,8.740478,-0.1543364,9.81481,0.304906,-0.4223334,-0.2227144,0.4569794,6.366728
8330-12703,1-285737,203.374602013,40.529670292,10.56652,9.036499,-0.1227657,9.765699,0.1329296,-0.1105362,-0.06131662,0.3202152,4.515448
8330-12704,1-402467,203.62467398,38.294119525,9.943724,8.849128,-0.1573898,9.346417,-0.09538312,-0.369325,-0.2625702,0.5617496,6.019362
8330-12705,1-402409,205.386024339,38.7879976571,11.42345,9.66152,0.01798639,9.785385,0.0808743,-0.08682182,-0.1749923,0.1266263,10.6409
8330-1901,1-402576,203.525726598,39.6883852634,10.75881,9.817728,-0.01435033,9.944391,0.004451848,-0.05969391,-0.1021502,0.2646649,1.743201
8330-1902,1-402656,205.231149643,38.8734098611,9.842417,8.913861,0.2327246,9.472344,0.05590419,-0.1245729,-0.0304021,0.6104013,1.514979
8330-3701,1-402454,203.413771905,38.0283537332,11.00886,9.591825,-0.1751063,9.734957,-0.1266085,-0.06905922,-0.1285452,0.1059913,3.714567
8330-3702,1-285729,203.896532182,40.1110948086,11.27279,9.382402,-0.3187959,9.727908,-0.03776063,-0.01825576,-0.099636,0.20341,5.375082
8330-3703,1-402609,204.17813493,39.205094774,11.07478,9.700327,-0.008515695,9.833222,0.04971708,-0.05265229,-0.127249,0.1566155,3.404403
8330-3704,1-402436,204.543877891,38.6656120342,10.14229,9.13432,-0.04209129,9.564044,-0.05534976,-0.1936625,-0.111244,0.370256,1.606948
8330-6101,1-402487,203.275045804,37.9667392036,10.99702,9.634077,0.1450563,9.785055,0.1494872,-0.00616593,-0.2064403,0.1956857,3.527302
8330-6102,1-285748,203.231976288,40.2570768643,10.35886,8.756125,0.03492282,9.397129,-0.1373273,-0.3580137,-0.2541255,0.7424117,3.604831
8330-6103,1-559041,203.035268602,40.4999081255,10.75058,9.672396,-0.06100437,9.91078,0.007243551,-0.1626934,-0.1544477,0.2244839,2.931455
8330-6104,1-418197,205.203897366,38.2718746062,11.09454,9.657482,-0.07451709,9.772951,-0.07559395,-0.02603362,-0.1780323,0.1685561,4.695969
8330-9101,1-285728,203.958723047,40.2716872812,10.53274,8.7458,-0.376689,9.60344,0.145186,-0.3613515,-0.3504327,0.5333613,7.907489
8330-9102,1-260481,205.011447114,40.4209145731,10.69746,9.529754,-0.2429673,9.795678,-0.1261917,-0.009045601,-0.06393428,0.4246666,4.443653
8331-12701,1-250638,203.78530921,42.647202515,11.40911,9.709286,-0.1297273,9.937505,0.04711057,-0.1643493,-0.2866705,0.09464294,11.01938
8331-12702,1-285916,204.99108268,41.3380714808,11.62106,9.416094,-0.5188913,9.767805,-0.2000532,-0.01049762,-0.1602827,0.2367163,12.25164
8331-12703,1-250607,204.878671721,43.4672321415,9.931825,8.478182,-0.09428735,9.802871,0.09609219,-0.49,0.0,0.7373303,4.847442
8331-12704,1-250997,205.251031775,42.4314116287,10.76517,9.210171,-0.1759038,9.556245,-0.1053639,-0.0689267,-0.1133847,0.3237614,5.833687
8331-12705,1-260534,206.334432527,41.3889308304,11.25734,9.402031,-0.3355099,9.720805,-0.09059459,-0.1400346,-0.2200443,0.2289288,11.24552
8331-1901,1-250628,204.252399017,43.4255815984,10.08959,8.75796,-0.4394139,9.609325,0.1927206,-0.3248008,-0.2110093,0.5863412,5.715079
8331-1902,1-250603,204.586841445,42.8081951633,10.63581,8.866454,-0.2898121,9.546277,-0.05634525,-0.2211918,-0.2012572,0.4464969,5.859932
8331-3701,1-575738,204.111415015,43.0150799233,11.44737,9.414907,-0.6248032,9.904514,0.1383607,-0.1121943,-0.3450944,0.08279295,9.667142
8331-3702,1-250651,204.127180634,43.404798448,11.34827,9.771134,0.10577,9.919903,0.1265764,0.01952315,-0.1873335,0.08335214,5.439166
8331-3703,1-250652,204.150191543,43.3733683513,10.71471,8.963307,0.1320557,9.53034,-0.004028744,-0.1896449,-0.1628368,0.4518411,4.935133
8331-3704,1-251043,206.017042218,43.0739759121,10.4037,9.288246,-0.1213374,9.643902,-0.04334648,-0.2066618,-0.07100652,0.3490915,3.011011
8331-6101,1-250642,203.895344508,42.4021725079,10.93993,9.076209,0.1824362,9.507236,0.2073133,-0.1188038,-0.1830414,0.2839449,3.988117
8331-6102,1-260514,205.918869004,41.6958237593,11.32327,8.99815,-0.1713988,9.611288,0.07615718,-0.29395,-0.3637518,0.3517907,8.565483
8331-6103,1-250644,203.956924722,42.6783120456,11.18649,9.76634,-0.1009722,9.929821,-0.004927279,-0.1343736,-0.188427,0.1174054,4.860134
8331-6104,1-250969,206.296273864,42.3195133782,10.24754,9.186222,-0.07069246,9.501671,0.07595313,-0.09565694,-0.1436821,0.3538646,3.170991
8331-9101,1-285879,203.988189415,41.6046472776,11.5463,9.784334,0.1340455,9.911062,0.1093633,-0.06352963,-0.2320842,0.07273086,8.172733
8331-9102,1-575737,204.08396698,42.0407521765,11.45229,9.663754,0.00207298,9.789811,-0.005920603,-0.002566389,-0.08398828,0.07321566,8.850189
8332-12701,1-250959,206.709891359,42.6512883268,10.2164,8.634644,-0.2051067,9.546801,-0.1289757,-0.4710953,-0.09996004,0.7024382,5.62463
8332-12702,1-251115,207.928807189,43.1666029589,11.37305,9.194429,-0.5739173,9.540102,-0.2606167,-0.07179073,-0.2150866,0.4368621,9.241706
8332-12703,1-286307,208.306954205,44.1450180795,11.24875,8.702342,-0.4146829,9.504285,0.04635017,-0.1792144,-0.1323731,0.4537877,10.31356
8332-12704,1-251269,209.163574437,43.585640819,11.36007,8.946952,-0.02571589,9.519993,-0.04021537,-0.3489517,-0.1829982,0.4647439,11.91161
8332-12705,1-251279,209.251980577,43.3620339874,11.07891,9.368363,-0.2632891,9.640561,-0.06302529,-0.0783858,-0.1649518,0.3656847,3.520706
8332-1902,1-575771,209.270729549,41.8462774355,9.893672,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.451736,5.37942
8332-3701,1-575778,208.773681082,42.9473604228,10.88918,9.344153,0.1891487,9.495194,0.09778997,-0.05563385,-0.1930178,0.09626245,3.473498
8332-3702,1-251129,207.872808357,43.8064280934,10.63966,8.579794,0.02050421,9.769487,0.1324374,-0.4092107,-0.1314865,0.366814,3.217446
8332-3703,1-251067,207.47786008,43.4822395095,10.61713,9.791283,-0.07623819,9.977829,-0.003301409,-0.2139599,-0.1021801,0.2868967,2.506774
